	id	qid1	qid2	question1	question2	is_duplicate
7852	2070	2070	2070	What is the new recommended dose of metronidazole for bacterial vaginosis just reported in the New England Journal of Medicine?	What is the dose of metronidazole for bacterial vaginosis?	1
7853	8555	8555	8555	What is general information about varicella (chicken pox)?	What is general information about varicella?	1
7854	2771	2771	2771	How do you treat hypomagnesemia?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	0
7855	2077	2077	2077	What is TCA (tetracaine, cocaine, alcohol)?  Is it effective and safe for topical anesthesia?  (also known as TAC)	What is TCA (tetracaine, cocaine, alcohol)?	1
7856	5006	5006	5006	What screening tests and procedures should be done with otherwise healthy adults?	What screening tests should be done on healthy adults?	1
7857	1980	1980	1980	Diabetic with orthostatic hypotension.  Secondary to autonomic neuropathy?  Was hypertensive but I've been gradually decreasing hypertensive medications.  When do you start Florinef and how do you start it and how do you monitor it?	Diabetic, orthostatic hypotension. When do you start Florinef?	1
7858	2732	2732	2732	Is there a bursa under the first metatarsal phalangeal joint?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	0
7859	4447	4447	4447	What would cause decreased rectal sphincter tone but an intact anal wink and otherwise normal neurologic exam?	Would melatonin be indicated for insomnia?	0
7860	7282	7282	7282	"We had a kid, 5-year-old, with a fever of 104, headache, dizziness, hallucinations.  We thought it was the flu, but did a lumbar puncture, and the fluid was clear, looked good.  But had some trouble getting the fluid.  The next night he wouldn't walk, wouldn't lay down, crying with pain, would not bear weight.  So I called my partner and said,  ""What do you think?""  ""All right, what is this?"""	What are the doses of Solumedrol and Claforan for an 8-year-old female?	0
7861	6902	6902	6902	"""What is the chance that aspirating a joint effusion that is not red or tender will yield anything diagnostically?"""	Are there any interactions between Biaxin and Depakote?	0
7862	8024	8024	8024	Where can I find patient information on Hand, Foot and Mouth Disease?	Where can I find patient information on Hand, Foot and Mouth Disease?	1
7863	1427	1427	1427	What is the dose of Azmacort?	What is the dose of Azmacort?	1
7864	347	347	347	This is a 7-year-old girl, mother calling regarding treatment for urinary tract infection, she weighs 57 pounds, what is the dose of Bactrim?	What is the dose of Bactrim for a 7-year-old, 57-pound girl with a urinary tract infection?	1
7865	3899	3899	3899	When treating someone with polymyalgia rheumatica, do you follow the erythrocyte sedimentation rate (ESR) or the symptoms?	When treating someone with polymyalgia rheumatica, do you follow the erythrocyte sedimentation rate or the symptoms?	1
7866	4318	4318	4318	How do you work up a jittery baby?	How do you workup a jittery baby?	1
7867	4732	4732	4732	What does an antinuclear antibody (ANA) of 1:40 mean in someone with a low probability of lupus?  What are the criteria for systemic lupus erythematosus (SLE)?  How should you work up someone with a positive titer?	What does an antinuclear antibody (ANA) of 1:40 mean in someone with a low probability of lupus?	1
7868	2201	2201	2201	What is the best way to treat ingrown toenail?  How do you destroy the nail matrix (bed)?  What are the indications for destroying the nail matrix?	What is the best way to treat ingrown toenail?	1
7869	1148	1148	1148	Does this patient need antibiotics?  He came in expecting them but I think it's not streptococcus.  No fever.  I did not do a throat culture because he has no insurance and I did not want him to have that expense.	Young man with recurrent peptic ulcer disease; do vagotomy?  Will health maintenance organization pay?	0
7870	5676	5676	5676	31-year-old pregnant woman with a cough.  I'm just double checking to see if Augmentin is safe during pregnancy and to see if guaifenesin is safe.  	Is it safe to use Paxil during the first trimester of pregnancy?	0
7871	3034	3034	3034	Does grand multiparity protect against ovarian and endometrial cancer the same way that oral contraceptives do?	I wonder if this patient could have a rotator cuff thing?	0
7872	8220	8220	8220	In a child with a fever, can you have elevated neutrophil count in influenza?	Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?	0
7873	6164	6164	6164	51-year-old woman with myasthenia gravis.  Another question with her is sweats.  Do you have to aim for something with her estrogen levels to control sweats and hot flashes?	What causes excessive sweating?	1
7874	3545	3545	3545	Is dietary protein restriction helpful in someone with chronic renal failure?  How much protein should be eaten?	Is dietary protein restriction helpful in someone with chronic renal failure?	1
7875	6677	6677	6677	"Phone call from radiologist.  ""Your 77-year-old patient has a category 5 mammogram.  These old calcifications look like sclerosing adenosis.""  The physician said, ""Isn't that premalignant?"""	What is the dose of Famvir?	0
7876	1782	1782	1782	Is it okay to use cervical traction in this woman with headaches and cervical arthritis and minimal instability on cervical spine films?	How should I treat polymenorrhea in a 14-year-old girl?	0
7877	5183	5183	5183	What kind of splint should you use for a buckle (torus) fracture in a child?	What kind of splint should you use for a buckle fracture?	1
7878	8311	8311	8311	Is this patient allergic to Zofran?	Is this patient allergic to Zofran?	1
7879	1667	1667	1667	Will be married in November and period is due to fall on wedding day -- could she be put on birth control pills to change her period date?  Is two months enough time to effect this change?	Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?	0
7880	2397	2397	2397	Why does the prenatal amniocentesis questionnaire ask if the patient is Asian, Pacific Islander or Alaskan Eskimo?	Why does the prenatal questionnaire ask if the patient is Asian, Pacific Islander or Alaskan Eskimo?	1
7881	8034	8034	8034	What precautions should be taken for children on long term aspirin treatment?	What precautions should be taken for children on long term aspirin?	1
7882	3284	3284	3284	Does a child with pneumonia on chest x-ray need a follow-up x-ray to document clearing?	Does a child with pneumonia on chest x-ray need a follow-up x-ray to document clearing?	1
7883	3667	3667	3667	What is the acoustic reflex good for (helpful for)?	What is the acoustic reflex good for?	1
7884	5068	5068	5068	Is the new blood sugar monitoring device (AtLast) that diabetics use on the forearm legitimate?	How should I treat polymenorrhea in a 14-year-old girl?	0
7885	6631	6631	6631	I (investigator) caught the study physician looking at a reference.  I asked what the question was and he said he was looking up the different concentrations of liquid ibuprofen.	What are the concentrations of liquid ibuprofen?	1
7886	4674	4674	4674	How do you instruct a patient on doing Kegel exercises?	How do you instruct a patient on Kegel exercises?	1
7887	2191	2191	2191	Should someone with a midsystolic click but no murmur be on antibiotic prophylaxis for SBE (subacute bacterial endocarditis)?	Should someone with a midsystolic click but no murmur be on antibiotic prophylaxis for subacute bacterial endocarditis?	1
7888	3891	3891	3891	Should you treat a 37-year-old with a positive PPD (purified protein derivative), negative chest x-ray, no history of previous PPD?	Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?	0
7889	7015	7015	7015	"In medical school we always used to do tuberculin skin tests with controls.  ""Why aren't we doing controls anymore?"""	Why don't we use controls with tuberculin skin testing anymore?	1
7890	3818	3818	3818	If a patient's creatinine clearance goes from 100 to 90 to 80, is that a significant trend?  Or can't you answer because only one patient?	How should I treat polymenorrhea in a 14-year-old girl?	0
7891	2334	2334	2334	What is the reference to that article that said to use estrogen even if after 20 years of menopause?	What are the causes of tinnitus?	0
7892	4539	4539	4539	When should we be using troglitazone (Rezulin) for patients with diabetes?  Which patients?  How often to check liver enzymes?	When should we be using troglitazone (Rezulin) for patients with diabetes?	1
7893	5954	5954	5954	A woman with palpitations, good history for supraventricular tachycardia, heart rate up to about 200.  The question is whether herbal supplements could be causing her tachycardia.	Can herbs cause tachycardia?	1
7894	7793	7793	7793	What dosage does this child need for gentamicin and Flagyl?	What antibiotic should I use for this diabetic patient's infected foot ulcer?	0
7895	6418	6418	6418	21-year-old female.  I never know what to do with patients who complain of vaginal discharge and on exam there seems to be more discharge than usual, but all you see under the microscope are white cells, no clue cells or other apparent cause.	What is the treatment for a vaginal discharge with a wet mount showing only white cells?	1
